movie_title,duration,budget,gross,imdb_score,success_category,num_voted_users,movie_facebook_likes,director_facebook_likes,title_year,genres,country,language,content_rating,aspect_ratio,color,profit,roi,budget_millions,gross_millions
Nothing to Lose ,98.0,25000000.0,44455658.0,6.7,Hit,36253,0,176.0,1997.0,Action|Adventure|Comedy|Crime,USA,English,R,1.85,Color,19455658.0,77.822632,25.0,44.455658
The Last Emperor ,219.0,23000000.0,43984230.0,7.8,Hit,70274,0,973.0,1987.0,Biography|Drama|History,China,English,PG-13,2.35,Color,20984230.0,91.23578260869564,23.0,43.98423
Contraband ,109.0,25000000.0,66489425.0,6.5,Hit,101977,0,175.0,2012.0,Action|Crime|Drama|Thriller,USA,English,R,2.35,Color,41489425.0,165.95770000000002,25.0,66.489425
Money Talks ,97.0,25000000.0,41067398.0,6.1,Hit,22748,666,420.0,1997.0,Action|Comedy|Crime|Thriller,USA,English,R,2.35,Color,16067398.0,64.269592,25.0,41.067398
There Will Be Blood ,158.0,25000000.0,40218903.0,8.1,Hit,372990,16000,0.0,2007.0,Drama,USA,English,R,2.35,Color,15218903.0,60.875612000000004,25.0,40.218903
The Wild Thornberrys Movie ,85.0,25000000.0,39880476.0,5.2,Average,12218,187,0.0,2002.0,Adventure|Animation|Comedy|Family|Fantasy,USA,English,PG,2.35,Color,14880476.0,59.521904000000006,25.0,39.880476
Rugrats Go Wild ,80.0,25000000.0,39399750.0,5.6,Average,5674,329,0.0,2003.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,USA,English,PG,2.35,Color,14399750.0,57.599000000000004,25.0,39.39975
Undercover Brother ,86.0,25000000.0,38230435.0,5.8,Average,29661,0,92.0,2002.0,Action|Comedy,USA,English,PG-13,1.85,Color,13230435.0,52.92173999999999,25.0,38.230435
The Sisterhood of the Traveling Pants ,119.0,25000000.0,39008741.0,6.6,Hit,44838,0,42.0,2005.0,Comedy|Drama|Family|Romance,USA,English,PG,2.35,Color,14008741.0,56.034963999999995,25.0,39.008741
Kiss of the Dragon ,98.0,25000000.0,36833473.0,6.6,Hit,53126,0,20.0,2001.0,Action|Crime|Drama|Thriller,France,English,R,2.35,Color,11833473.0,47.333892,25.0,36.833473
The House Bunny ,97.0,25000000.0,48237389.0,5.5,Average,63969,0,29.0,2008.0,Comedy|Romance,USA,English,PG-13,2.35,Color,23237389.0,92.949556,25.0,48.237389
Beauty Shop ,105.0,0.0,36310118.0,5.5,Average,13194,671,23.0,2005.0,Comedy,USA,English,PG-13,2.35,Color,36310118.0,0.0,0.0,36.310118
Million Dollar Arm ,124.0,25000000.0,36447959.0,7.0,Hit,35833,10000,44.0,2014.0,Biography|Drama|Sport,USA,English,PG,2.39,Color,11447959.0,45.791836,25.0,36.447959
The Giver ,97.0,25000000.0,45089048.0,6.5,Hit,86251,58000,176.0,2014.0,Drama|Romance|Sci-Fi,South Africa,English,PG-13,2.35, Black and White,20089048.0,80.35619200000001,25.0,45.089048
What a Girl Wants ,105.0,20000000.0,35990505.0,5.8,Average,48095,0,29.0,2003.0,Comedy|Drama|Family|Romance,USA,English,PG,2.35,Color,15990505.0,79.952525,20.0,35.990505
Jeepers Creepers II ,104.0,17000000.0,35143332.0,5.6,Average,45102,0,108.0,2003.0,Horror,USA,English,R,2.35,Color,18143332.0,106.72548235294117,17.0,35.143332
Good Luck Chuck ,101.0,25000000.0,35000629.0,5.6,Average,74622,0,7.0,2007.0,Comedy|Romance,USA,English,R,1.85,Color,10000629.0,40.002516,25.0,35.000629
Cradle 2 the Grave ,101.0,30000000.0,34604054.0,5.8,Average,34942,1000,43.0,2003.0,Action|Crime|Drama|Thriller,USA,English,R,2.35,Color,4604054.0,15.346846666666666,30.0,34.604054
The Hours ,114.0,25000000.0,41597830.0,7.6,Hit,102123,0,335.0,2002.0,Drama|Romance,USA,English,PG-13,1.85,Color,16597830.0,66.39132,25.0,41.59783
She's the Man ,105.0,20000000.0,33687630.0,6.4,Hit,116762,0,99.0,2006.0,Comedy|Romance,USA,English,PG-13,1.85,Color,13687630.0,68.43815,20.0,33.68763
Mr. Bean's Holiday ,90.0,25000000.0,32553210.0,6.3,Hit,88714,0,68.0,2007.0,Comedy|Family,UK,English,PG,1.85,Color,7553210.0,30.212840000000003,25.0,32.55321
Anacondas: The Hunt for the Blood Orchid ,97.0,25000000.0,31526393.0,4.6,Average,22243,686,27.0,2004.0,Action|Adventure|Horror|Thriller,USA,English,PG-13,2.35,Color,6526393.0,26.105572,25.0,31.526393
Blood Ties ,144.0,25500000.0,41229.0,6.5,Hit,14612,0,0.0,2013.0,Crime|Drama|Thriller,France,English,R,2.35,Color,-25458771.0,-99.83831764705883,25.5,0.041229
August Rush ,114.0,30000000.0,31655091.0,7.5,Hit,87331,18000,59.0,2007.0,Drama|Music,USA,English,PG,2.35,Color,1655091.0,5.516970000000001,30.0,31.655091
Elizabeth ,124.0,25000000.0,30012990.0,7.5,Hit,75973,0,159.0,1998.0,Biography|Drama|History,UK,English,R,1.85,Color,5012990.0,20.051959999999998,25.0,30.01299
Bride of Chucky ,89.0,25000000.0,32368960.0,5.3,Average,39768,0,31.0,1998.0,Comedy|Fantasy|Horror|Romance,Canada,English,R,1.85,Color,7368960.0,29.475839999999998,25.0,32.36896
Tora! Tora! Tora! ,160.0,25000000.0,14500000.0,7.5,Hit,25019,0,130.0,1970.0,Action|Drama|History|War,Japan,English,G,2.35,Color,-10500000.0,-42.0,25.0,14.5
Spice World ,93.0,25000000.0,29247405.0,3.3,Average,28377,0,14.0,1997.0,Comedy|Family|Music,UK,English,PG,1.85,Color,4247405.0,16.98962,25.0,29.247405
The Sitter ,87.0,0.0,30538669.0,5.7,Average,60202,0,234.0,2011.0,Comedy,USA,English,R,1.85,Color,30538669.0,0.0,0.0,30.538669
Dance Flick ,88.0,25000000.0,25615792.0,3.5,Average,10161,657,82.0,2009.0,Action|Comedy|Music,USA,English,PG-13,1.85,Color,615792.0,2.463168,25.0,25.615792
The Shawshank Redemption ,142.0,25000000.0,28341469.0,9.3,Hit,1689764,108000,0.0,1994.0,Crime|Drama,USA,English,R,1.85,Color,3341469.0,13.365875999999998,25.0,28.341469
Crocodile Dundee in Los Angeles ,92.0,21150000.0,25590119.0,4.8,Average,19699,387,23.0,2001.0,Adventure|Comedy|Crime,Australia,English,PG,1.85,Color,4440119.0,20.993470449172577,21.15,25.590119
Kingpin ,117.0,27000000.0,24944213.0,6.9,Hit,63459,3000,101.0,1996.0,Comedy|Sport,USA,English,PG-13,2.35,Color,-2055787.0,-7.614025925925925,27.0,24.944213
The Gambler ,111.0,25000000.0,33631221.0,6.0,Average,48559,0,81.0,2014.0,Crime|Drama|Thriller,USA,English,R,2.35,Color,8631221.0,34.524884,25.0,33.631221
August: Osage County ,121.0,25000000.0,37738400.0,7.3,Hit,67797,30000,53.0,2013.0,Drama,USA,English,R,2.35,Color,12738400.0,50.9536,25.0,37.7384
Ice Princess ,98.0,0.0,24381334.0,6.0,Average,19737,901,3.0,2005.0,Comedy|Drama|Family|Sport,USA,English,G,1.85,Color,24381334.0,0.0,0.0,24.381334
A Lot Like Love ,107.0,30000000.0,21835784.0,6.6,Hit,58297,0,13.0,2005.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,-8164216.0,-27.214053333333332,30.0,21.835784
Eddie the Eagle ,106.0,23000000.0,15785632.0,7.5,Hit,32507,15000,452.0,2016.0,Biography|Comedy|Drama|Sport,UK,English,PG-13,2.35,Color,-7214368.0,-31.366817391304348,23.0,15.785632
He Got Game ,136.0,25000000.0,21554585.0,6.9,Hit,36108,0,0.0,1998.0,Drama|Sport,USA,English,R,1.85,Color,-3445415.0,-13.78166,25.0,21.554585
Don Juan DeMarco ,97.0,25000000.0,22200000.0,6.8,Hit,41310,0,19.0,1994.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,-2800000.0,-11.200000000000001,25.0,22.2
Shaun the Sheep             ,7.0,0.0,0.0,8.3,Hit,7968,834,,,Animation|Comedy|Family,UK,English,TV-G,,Color,0.0,,0.0,0.0
Dear John ,108.0,25000000.0,80014842.0,6.3,Hit,104356,14000,529.0,2010.0,Drama|Romance|War,USA,English,PG-13,2.35,,55014842.0,220.05936799999998,25.0,80.014842
The Losers ,97.0,25000000.0,23527955.0,6.4,Hit,74691,0,41.0,2010.0,Action|Crime|Drama|Mystery|Thriller,USA,English,PG-13,2.35,Color,-1472045.0,-5.88818,25.0,23.527955
Don't Be Afraid of the Dark ,99.0,25000000.0,24042490.0,5.6,Average,40776,10000,24.0,2010.0,Fantasy|Horror|Thriller,USA,English,R,1.85,Color,-957510.0,-3.83004,25.0,24.04249
War ,103.0,25000000.0,22466994.0,6.3,Hit,72673,0,5.0,2007.0,Action|Crime|Thriller,USA,English,R,2.35,Color,-2533006.0,-10.132024000000001,25.0,22.466994
Punch-Drunk Love ,95.0,25000000.0,17791031.0,7.3,Hit,109855,0,0.0,2002.0,Comedy|Drama|Romance|Thriller,USA,English,R,2.35,Color,-7208969.0,-28.835876,25.0,17.791031
EuroTrip ,93.0,25000000.0,17718223.0,6.6,Hit,162067,0,17.0,2004.0,Comedy,USA,English,R,1.85,Color,-7281777.0,-29.127108,25.0,17.718223
Half Past Dead ,98.0,13000000.0,15361537.0,4.6,Average,12263,564,70.0,2002.0,Action|Crime|Thriller,Germany,English,PG-13,1.85,Color,2361537.0,18.16566923076923,13.0,15.361537
Unaccompanied Minors ,90.0,26000000.0,16647384.0,5.1,Average,8398,498,176.0,2006.0,Adventure|Comedy|Family|Romance,USA,English,PG,2.35,Color,-9352616.0,-35.971599999999995,26.0,16.647384
"Bright Lights, Big City ",107.0,25000000.0,16118077.0,5.6,Average,5817,377,21.0,1988.0,Drama,USA,English,R,1.85,Color,-8881923.0,-35.527692,25.0,16.118077
The Adventures of Pinocchio ,90.0,25000000.0,15091542.0,5.3,Average,4086,246,48.0,1996.0,Adventure|Family|Fantasy|Musical,UK,Italian,G,2.35,Color,-9908458.0,-39.633832000000005,25.0,15.091542
The Greatest Game Ever Played ,120.0,0.0,15331289.0,7.5,Hit,22289,0,0.0,2005.0,Drama|History|Sport,USA,English,PG,1.85,Color,15331289.0,0.0,0.0,15.331289
The Box ,115.0,16000000.0,15045676.0,5.6,Average,76303,0,219.0,2009.0,Drama|Fantasy|Mystery|Thriller,USA,English,PG-13,2.35,Color,-954324.0,-5.964525,16.0,15.045676
The Ruins ,93.0,8000000.0,17427926.0,5.9,Average,60062,0,27.0,2008.0,Horror,USA,English,R,2.35,Color,9427926.0,117.849075,8.0,17.427926
The Next Best Thing ,99.0,25000000.0,14983572.0,4.7,Average,9361,378,154.0,2000.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,-10016428.0,-40.065712,25.0,14.983572
My Soul to Take ,107.0,25000000.0,14637490.0,4.8,Average,16411,0,0.0,2010.0,Horror|Mystery|Thriller,USA,English,R,2.35,Color,-10362510.0,-41.45004,25.0,14.63749
The Girl Next Door ,110.0,25000000.0,14589444.0,6.8,Hit,171151,0,42.0,2004.0,Comedy|Drama|Romance,USA,English,R,1.85,Color,-10410556.0,-41.642224,25.0,14.589444
Maximum Risk ,101.0,25000000.0,14095303.0,5.4,Average,15814,503,17.0,1996.0,Action|Crime|Mystery|Romance|Thriller,USA,English,R,2.35,Color,-10904697.0,-43.618787999999995,25.0,14.095303
Stealing Harvard ,85.0,25000000.0,13973532.0,5.1,Average,11211,215,54.0,2002.0,Comedy|Crime,USA,English,PG-13,1.85,Color,-11026468.0,-44.105872000000005,25.0,13.973532
Legend ,132.0,30000000.0,1865774.0,7.0,Hit,87682,43000,241.0,2015.0,Biography|Crime|Drama|History|Thriller,UK,English,R,2.35,Color,-28134226.0,-93.78075333333334,30.0,1.865774
Hot Rod ,88.0,0.0,13920741.0,6.7,Hit,59900,0,82.0,2007.0,Comedy,USA,English,PG-13,2.35,Color,13920741.0,0.0,0.0,13.920741
Shark Night 3D ,90.0,25000000.0,18860403.0,4.0,Average,20823,0,160.0,2011.0,Horror|Thriller,USA,English,PG-13,1.85,Color,-6139597.0,-24.558388,25.0,18.860403
Angela's Ashes ,145.0,25000000.0,13038660.0,7.3,Hit,16995,0,317.0,1999.0,Drama,USA,English,R,1.85,Color,-11961340.0,-47.84536,25.0,13.03866
Draft Day ,110.0,25000000.0,28831145.0,6.8,Hit,39357,14000,425.0,2014.0,Drama|Sport,USA,English,R,2.35,Color,3831145.0,15.32458,25.0,28.831145
Lifeforce ,101.0,25000000.0,0.0,6.1,Hit,15531,0,365.0,1985.0,Action|Horror|Sci-Fi|Thriller,UK,English,R,2.35,Color,-25000000.0,-100.0,25.0,0.0
The Powerpuff Girls             ,30.0,0.0,0.0,7.2,Hit,23664,581,,,Action|Animation|Comedy|Family|Fantasy|Sci-Fi,USA,English,TV-Y7,4.0,Color,0.0,,0.0,0.0
The Conspirator ,122.0,25000000.0,11538204.0,7.0,Hit,23696,0,0.0,2010.0,Crime|Drama|History,USA,English,PG-13,2.35,Color,-13461796.0,-53.847184000000006,25.0,11.538204
Lords of Dogtown ,107.0,25000000.0,11008432.0,7.1,Hit,43903,5000,308.0,2005.0,Biography|Drama|Sport,USA,English,PG-13,1.85,Color,-13991568.0,-55.966272,25.0,11.008432
The 33 ,127.0,26000000.0,12188642.0,6.9,Hit,21098,0,36.0,2015.0,Biography|Drama|History,Chile,English,PG-13,2.35,Color,-13811358.0,-53.1206076923077,26.0,12.188642
Big Trouble in Little China ,99.0,25000000.0,11100000.0,7.3,Hit,92464,19000,0.0,1986.0,Action|Adventure|Comedy|Fantasy,USA,English,PG-13,2.35,Color,-13900000.0,-55.60000000000001,25.0,11.1
A Perfect Plan ,104.0,17000000.0,0.0,6.3,Hit,5525,853,8.0,2012.0,Comedy|Romance,France,French,,2.35,Color,-17000000.0,-100.0,17.0,0.0
Warrior ,140.0,25000000.0,13651662.0,8.2,Hit,332276,77000,149.0,2011.0,Drama|Sport,USA,English,PG-13,2.35,Color,-11348338.0,-45.393352,25.0,13.651662
Michael Collins ,133.0,28000000.0,11030963.0,7.1,Hit,24145,0,277.0,1996.0,Biography|Drama|Thriller|War,UK,English,R,1.85, Black and White,-16969037.0,-60.60370357142857,28.0,11.030963
Gettysburg ,271.0,25000000.0,10769960.0,7.7,Hit,21940,0,33.0,1993.0,Drama|History|War,USA,English,PG,1.85,Color,-14230040.0,-56.920159999999996,25.0,10.76996
Stop-Loss ,112.0,25000000.0,10911750.0,6.5,Hit,17757,982,108.0,2008.0,Drama|War,USA,English,R,1.85,Color,-14088250.0,-56.352999999999994,25.0,10.91175
Abandon ,99.0,25000000.0,10719367.0,4.9,Average,7909,261,79.0,2002.0,Drama|Music|Mystery|Romance|Thriller,USA,English,PG-13,2.35,Color,-14280633.0,-57.12253200000001,25.0,10.719367
Brokedown Palace ,100.0,25000000.0,10114315.0,6.4,Hit,18693,0,57.0,1999.0,Drama|Mystery|Thriller,USA,English,PG-13,2.35,Color,-14885685.0,-59.54274,25.0,10.114315
The Possession ,92.0,14000000.0,49122319.0,5.9,Average,47169,17000,30.0,2012.0,Horror|Thriller,USA,English,PG-13,2.35,Color,35122319.0,250.87370714285714,14.0,49.122319
Mrs. Winterbourne ,105.0,25000000.0,10070000.0,6.2,Hit,5668,491,121.0,1996.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,-14930000.0,-59.72,25.0,10.07
Straw Dogs ,110.0,25000000.0,10324441.0,5.8,Average,27117,7000,37.0,2011.0,Action|Drama|Thriller,USA,English,R,2.35,Color,-14675559.0,-58.702236,25.0,10.324441
The Hoax ,116.0,25000000.0,7156933.0,6.7,Hit,14581,348,529.0,2006.0,Comedy|Drama,USA,English,R,1.85,Color,-17843067.0,-71.372268,25.0,7.156933
Stone Cold ,88.0,17000000.0,9286314.0,5.9,Average,4972,0,22.0,1991.0,Action|Crime|Drama|Thriller,USA,English,R,1.85,Color,-7713686.0,-45.374623529411764,17.0,9.286314
The Road ,111.0,25000000.0,56692.0,7.3,Hit,177401,32000,214.0,2009.0,Adventure|Drama,USA,English,R,2.35,Color,-24943308.0,-99.77323200000001,25.0,0.056692
Sheena ,117.0,25000000.0,0.0,4.8,Average,3334,739,71.0,1984.0,Adventure|Fantasy,UK,English,PG,2.35,Color,-25000000.0,-100.0,25.0,0.0
Underclassman ,95.0,25000000.0,5654777.0,4.1,Average,4875,206,32.0,2005.0,Action|Comedy|Crime|Drama|Thriller,USA,English,PG-13,2.35,Color,-19345223.0,-77.380892,25.0,5.654777
Say It Isn't So ,95.0,25000000.0,5516708.0,4.9,Average,11375,295,6.0,2001.0,Comedy|Romance,USA,English,R,1.85,Color,-19483292.0,-77.933168,25.0,5.516708
The World's Fastest Indian ,127.0,25000000.0,5128124.0,7.9,Hit,44198,11000,79.0,2005.0,Biography|Drama|Sport,New Zealand,English,PG-13,2.35,Color,-19871876.0,-79.487504,25.0,5.128124
Snakes on a Plane ,105.0,33000000.0,34014398.0,5.6,Average,115650,4000,160.0,2006.0,Action|Adventure|Crime|Drama|Thriller,Germany,English,R,2.35,Color,1014398.0,3.073933333333333,33.0,34.014398
Tank Girl ,104.0,25000000.0,4064333.0,5.2,Average,24790,0,54.0,1995.0,Action|Comedy|Sci-Fi,USA,English,R,2.35,Color,-20935667.0,-83.742668,25.0,4.064333
King's Ransom ,95.0,15000000.0,4006906.0,4.1,Average,3229,83,2.0,2005.0,Comedy|Crime,USA,English,PG-13,1.85,Color,-10993094.0,-73.28729333333334,15.0,4.006906
Blindness ,121.0,25000000.0,3073392.0,6.6,Hit,59462,0,353.0,2008.0,Drama|Mystery|Sci-Fi|Thriller,Canada,English,R,1.85,Color,-21926608.0,-87.706432,25.0,3.073392
BloodRayne ,92.0,25000000.0,1550000.0,2.9,Flop,30628,937,892.0,2005.0,Action|Adventure|Fantasy|Horror,USA,English,R,2.35,Color,-23450000.0,-93.8,25.0,1.55
Carnage ,80.0,25000000.0,0.0,7.2,Hit,96480,21000,2000.0,2011.0,Comedy|Drama,France,English,R,2.35,Color,-25000000.0,-100.0,25.0,0.0
Where the Truth Lies ,107.0,25000000.0,871527.0,6.5,Hit,14982,507,460.0,2005.0,Crime|Drama|Mystery|Thriller,Canada,English,R,2.35,Color,-24128473.0,-96.513892,25.0,0.871527
Cirque du Soleil: Worlds Away ,91.0,0.0,12495865.0,6.8,Hit,7100,0,80.0,2012.0,Fantasy,USA,English,PG,,Color,12495865.0,0.0,0.0,12.495865
Without Limits ,117.0,25000000.0,777423.0,7.2,Hit,5841,942,162.0,1998.0,Biography|Drama|Sport,USA,English,PG-13,2.35,Color,-24222577.0,-96.890308,25.0,0.777423
Me and Orson Welles ,107.0,25000000.0,1186957.0,6.8,Hit,9264,0,0.0,2008.0,Drama,UK,English,PG-13,2.35,Color,-23813043.0,-95.252172,25.0,1.186957
The Best Offer ,131.0,13500000.0,85433.0,7.8,Hit,69676,31000,911.0,2013.0,Crime|Drama|Mystery|Romance,Italy,English,R,2.35,Color,-13414567.0,-99.36716296296296,13.5,0.085433
Bad Lieutenant: Port of Call New Orleans ,122.0,20000000.0,1697956.0,6.7,Hit,64944,6000,0.0,2009.0,Crime|Drama,USA,English,R,1.85,Color,-18302044.0,-91.51022,20.0,1.697956
A Turtle's Tale: Sammy's Adventures ,88.0,0.0,0.0,6.1,Hit,5385,0,4.0,2010.0,Adventure|Animation|Family,France,English,PG,2.35,Color,0.0,,0.0,0.0
Little White Lies ,134.0,25000000.0,183662.0,7.1,Hit,18395,0,0.0,2010.0,Comedy|Drama,France,French,Not Rated,2.35,Color,-24816338.0,-99.265352,25.0,0.183662
Love Ranch ,117.0,25000000.0,134904.0,5.7,Average,2395,636,138.0,2010.0,Comedy|Drama|Romance|Sport,USA,English,R,1.78,Color,-24865096.0,-99.460384,25.0,0.134904
The True Story of Puss'N Boots ,80.0,25000000.0,0.0,2.9,Flop,753,90,0.0,2009.0,Adventure|Animation|Comedy,France,English,G,,Color,-25000000.0,-100.0,25.0,0.0
Space Dogs ,85.0,25000000.0,0.0,5.2,Average,891,200,0.0,2010.0,Adventure|Animation|Comedy|Family,Russia,Russian,G,,Color,-25000000.0,-100.0,25.0,0.0
The Counselor ,138.0,25000000.0,16969390.0,5.3,Average,80861,24000,0.0,2013.0,Crime|Drama|Thriller,USA,English,R,2.35,Color,-8030610.0,-32.122440000000005,25.0,16.96939
Ironclad ,121.0,25000000.0,0.0,6.2,Hit,34338,0,9.0,2011.0,Action|Adventure|History|Romance,UK,English,R,2.35,Color,-25000000.0,-100.0,25.0,0.0
Waterloo ,134.0,25000000.0,0.0,7.3,Hit,5911,690,27.0,1970.0,Action|Drama|History|War,Italy,English,G,2.35,Color,-25000000.0,-100.0,25.0,0.0
Kung Fu Killer ,100.0,25000000.0,129115.0,6.5,Hit,5900,0,3.0,2014.0,Action|Drama,China,Cantonese,,2.35,Color,-24870885.0,-99.48354,25.0,0.129115
Red Sky ,100.0,25000000.0,0.0,4.1,Average,1084,437,535.0,2014.0,Action|Thriller,USA,English,PG-13,,,-25000000.0,-100.0,25.0,0.0
Dangerous Liaisons ,119.0,14000000.0,34700000.0,7.7,Hit,52846,0,350.0,1988.0,Drama|Romance,USA,English,R,1.85,Color,20700000.0,147.85714285714286,14.0,34.7
On the Road ,137.0,25000000.0,717753.0,6.1,Hit,33107,27000,179.0,2012.0,Adventure|Drama,France,English,R,2.35,Color,-24282247.0,-97.128988,25.0,0.717753
Star Trek IV: The Voyage Home ,119.0,25000000.0,109713132.0,7.3,Hit,61621,0,12000.0,1986.0,Adventure|Comedy|Sci-Fi,USA,English,PG,2.35,Color,84713132.0,338.852528,25.0,109.713132
Rocky Balboa ,139.0,24000000.0,70269171.0,7.2,Hit,162130,0,13000.0,2006.0,Drama|Sport,USA,English,PG,1.85,Color,46269171.0,192.7882125,24.0,70.269171
Point Break ,114.0,105000000.0,28772222.0,5.3,Average,33958,37000,19.0,2015.0,Action|Crime|Sport|Thriller,USA,English,PG-13,2.35,Color,-76227778.0,-72.59788380952381,105.0,28.772222
Scream 2 ,120.0,24000000.0,101334374.0,6.1,Hit,124941,0,0.0,1997.0,Horror|Mystery,USA,English,R,2.35,Color,77334374.0,322.22655833333334,24.0,101.334374
Jane Got a Gun ,98.0,25000000.0,1512815.0,5.8,Average,8885,0,149.0,2016.0,Action|Drama|Western,USA,English,R,2.35,Color,-23487185.0,-93.94874,25.0,1.512815
Think Like a Man Too ,106.0,24000000.0,65182182.0,5.7,Average,15310,3000,167.0,2014.0,Comedy|Romance,USA,English,PG-13,2.35,Color,41182182.0,171.592425,24.0,65.182182
The Whole Nine Yards ,98.0,24000000.0,57262492.0,6.7,Hit,90374,0,36.0,2000.0,Comedy|Crime,USA,English,R,1.85,Color,33262492.0,138.59371666666667,24.0,57.262492
Footloose ,107.0,8200000.0,80000000.0,6.5,Hit,51459,0,71.0,1984.0,Drama|Music|Romance,USA,English,PG,1.85,Color,71800000.0,875.609756097561,8.2,80.0
Old School ,88.0,24000000.0,74608545.0,7.2,Hit,185258,0,480.0,2003.0,Comedy,USA,English,R,2.35,Color,50608545.0,210.8689375,24.0,74.608545
The Fisher King ,137.0,24000000.0,41895491.0,7.6,Hit,63274,12000,0.0,1991.0,Comedy|Drama|Fantasy,USA,English,R,1.85,Color,17895491.0,74.56454583333333,24.0,41.895491
I Still Know What You Did Last Summer ,100.0,24000000.0,39989008.0,4.6,Average,55398,891,41.0,1998.0,Horror|Mystery,USA,English,R,2.35,Color,15989008.0,66.62086666666667,24.0,39.989008
Return to Me ,115.0,24000000.0,32662299.0,6.9,Hit,16469,0,597.0,2000.0,Comedy|Drama|Romance,USA,English,PG,1.85,Color,8662299.0,36.092912500000004,24.0,32.662299
Zack and Miri Make a Porno ,101.0,24000000.0,31452765.0,6.6,Hit,149835,0,0.0,2008.0,Comedy|Romance,USA,English,R,1.85,Color,7452765.0,31.0531875,24.0,31.452765
Nurse Betty ,110.0,24000000.0,25167270.0,6.3,Hit,30119,455,119.0,2000.0,Comedy|Crime|Drama,Germany,English,R,2.35,Color,1167270.0,4.863625,24.0,25.16727
The Men Who Stare at Goats ,94.0,25000000.0,32416109.0,6.2,Hit,109620,15000,293.0,2009.0,Comedy|War,USA,English,R,2.35,Color,7416109.0,29.664436,25.0,32.416109
Double Take ,88.0,24000000.0,20218.0,5.3,Average,5431,204,269.0,2001.0,Action|Comedy|Crime|Thriller,USA,English,PG-13,2.35,Color,-23979782.0,-99.91575833333334,24.0,0.020218
"Girl, Interrupted ",127.0,24000000.0,28871190.0,7.3,Hit,125421,0,446.0,1999.0,Biography|Drama,USA,English,R,1.85,Color,4871190.0,20.296625,24.0,28.87119
Win a Date with Tad Hamilton! ,95.0,24000000.0,16964743.0,5.6,Average,22844,876,126.0,2004.0,Comedy|Romance,USA,English,PG-13,2.35,Color,-7035257.0,-29.313570833333337,24.0,16.964743
Muppets from Space ,87.0,24000000.0,16290976.0,6.2,Hit,14637,619,25.0,1999.0,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,USA,English,G,1.85,Color,-7709024.0,-32.12093333333333,24.0,16.290976
The Wiz ,118.0,24000000.0,13000000.0,5.2,Average,10895,0,0.0,1978.0,Adventure|Family|Fantasy|Music|Musical,USA,English,G,1.85,Color,-11000000.0,-45.83333333333333,24.0,13.0
Ready to Rumble ,107.0,24000000.0,12372410.0,5.3,Average,11709,650,48.0,2000.0,Comedy|Sport,USA,English,PG-13,1.85,Color,-11627590.0,-48.44829166666666,24.0,12.37241
Play It to the Bone ,124.0,24000000.0,8427204.0,5.4,Average,10100,153,41.0,1999.0,Comedy|Drama|Sport,USA,English,R,2.35,Color,-15572796.0,-64.88665,24.0,8.427204
I Don't Know How She Does It ,89.0,24000000.0,9639242.0,4.9,Average,16437,0,41.0,2011.0,Comedy|Romance,USA,English,PG-13,1.85,Color,-14360758.0,-59.83649166666667,24.0,9.639242
Piranha 3D ,88.0,24000000.0,25003072.0,5.5,Average,72552,13000,192.0,2010.0,Comedy|Horror,USA,English,R,2.35,Color,1003072.0,4.179466666666666,24.0,25.003072
Beyond the Sea ,118.0,23000000.0,6144806.0,6.7,Hit,12821,0,18000.0,2004.0,Biography|Drama|Music|Musical,USA,English,PG-13,2.35, Black and White,-16855194.0,-73.28345217391305,23.0,6.144806
Meet the Deedles ,93.0,24000000.0,4308981.0,3.9,Average,2265,839,9.0,1998.0,Comedy|Family,USA,English,PG,,Color,-19691019.0,-82.0459125,24.0,4.308981
The Princess and the Cobbler ,80.0,28000000.0,669276.0,7.2,Hit,2541,408,18.0,1993.0,Action|Adventure|Animation|Comedy|Fantasy,UK,English,G,2.35,Color,-27330724.0,-97.60972857142856,28.0,0.669276
The Bridge of San Luis Rey ,120.0,24000000.0,42880.0,5.1,Average,2919,181,6.0,2004.0,Drama|Romance,UK,English,PG,1.85,Color,-23957120.0,-99.82133333333333,24.0,0.04288
Faster ,98.0,24000000.0,23225911.0,6.5,Hit,80574,12000,88.0,2010.0,Action|Crime|Drama|Thriller,USA,English,R,2.35,Color,-774089.0,-3.2253708333333333,24.0,23.225911
Howl's Moving Castle ,119.0,24000000.0,4710455.0,8.2,Hit,214091,13000,6000.0,2004.0,Adventure|Animation|Family|Fantasy,Japan,Japanese,PG,1.85,Color,-19289545.0,-80.37310416666666,24.0,4.710455
Zombieland ,88.0,23600000.0,75590286.0,7.7,Hit,386217,26000,181.0,2009.0,Adventure|Comedy|Horror|Sci-Fi,USA,English,R,2.35,Color,51990286.0,220.29782203389829,23.6,75.590286
King Kong ,201.0,207000000.0,218051260.0,7.2,Hit,316020,0,0.0,2005.0,Action|Adventure|Drama|Romance,New Zealand,English,PG-13,2.35,Color,11051260.0,5.338772946859904,207.0,218.05126
